ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118892657877,Project Management,Washington - Spokane Shop,72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Flexibility,Autonomy & Independence,Waiting on others so that I can do what is expected of me.,Other,Satisfied,80,,No Response,,No Response
id-118892961754,Shop Employee,North Carolina - Charlotte Shop,72.30769231,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,nothing ,Other,nothing ,No Complaints,Neither satisfied nor dissatisfied,60,nothing ,No Changes Needed,,No Response
id-118892968084,Shop Leadership,Oklahoma - Durant Shop,72.30769231,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,challenges,Challenges & Problem Solving,weather,Physical Environment,Neither satisfied nor dissatisfied,60,,No Response,,No Response
id-118893635360,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),72.30769231,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Disagree,40,Agree,80,Neither agree nor disagree,60,I enjoy that the company is a family own company and are given responsibility early on in your career. ,Work Environment & Culture,I do not enjoy that it is expected we are in the office for 10 hours a day with minimal flexibility.,Workload & Hours,Neither satisfied nor dissatisfied,60,1. I would like there to be more social events. We work long hours which are stressful and it would be nice to have more events that we aren't focused on work.  2. I would like SteelFab to incorporate a hybrid work schedule. Sitting in my office at work versus my office at home are very similar. The benefit of this would be that the work environment would change and keep me stimulated.,Stronger Relationships,I think it would beneficial for all project managers and leadership staff to attend leadership training to some extent.  ,Leadership Comments
id-118893933727,Engineering,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),72.30769231,Agree,80,Agree,80,Agree,80,Disagree,40,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,"The flexibility in hours, being in a good work environment, and working for a company where the executives care about the employees as more than just a number.",Autonomy & Independence,"I wish my boss would check in on what I'm doing and working on, I rarely hear from him since he is always busy.",Communication Issues,Neither satisfied nor dissatisfied,60,"I wish as engineers we got to go see the sites more often. We put so many hours into designing the buildings and work hard to get them complete, yet rarely do we get to go see them. It would be nice to get to see all the hard work we've done in-person.",Workload & Staffing,,No Response
id-118893943036,Shop Employee,South Carolina - York Office and Shop,72.30769231,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Disagree,40,Agree,80,Agree,80,always have work,Compensation & Security,hrs changing,Workload & Hours,Satisfied,80,just the hrs,Workload & Staffing,,No Response
id-118894040113,Estimating,Georgia - Atlanta Office,72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Coworkers bring a sense of community and are supportive.,People & Relationships,Lack of PTO and Maternity/Paternity leave.,Workload & Hours,Satisfied,80,Processes are constantly evolving and expectations change. Would be good to have weekly updates/emails that notify whole department of changing in estimates/market similar to Project management.,Communication,,No Response
id-118894088425,Estimating,South Carolina - York Office and Shop,72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,"Nice, comfortable work environment",Work Environment & Culture,Having to chase down erectors and other subs for pricing to complete my job.,Process & Efficiency,Satisfied,80,More than 3 weeks of PTO for employees that have been here a while.,Work-Life Balance,,No Response
id-118894185372,Estimating,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Getting paid,Compensation & Security,Heavy workload ,Workload & Hours,Satisfied,80,Option to work from home a day or two a week,Work-Life Balance,,No Response
id-118894837311,Shop Leadership,South Carolina - York Office and Shop,72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,,Other,,No Response,Satisfied,80,,No Response,,No Response
id-118894893734,Project Management,South Carolina - York Office and Shop,72.30769231,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Disagree,40,Agree,80,Agree,80,Neither agree nor disagree,60,"I enjoy completing a task, whether it be as simple as checking drawings and sending the IFC or solving a problem and seeing the results. I especially enjoy seeing the fruits of our labors come together at the end of a project.",Challenges & Problem Solving,"The main thing enjoy the least about my job is how often it seems our processes change. I understand that for us to be our best that the way we do things will constantly evolve. However, it feels like when we follow our procedures after some time someone finds a problem with how we do things and in order to make the change someone almost gets blamed.  ",Process & Efficiency,Satisfied,80,"If I were to boil it down to one thing that I would change about my work experience here, I would say that more training from the start of employment would be beneficial. ",Training & Development,Thank you for the survey opportunity and the want to hear our thoughts. This truly shows that SteeFab cares about their people. This is one of the reasons I love coming in everyday.,Gratitude & Appreciation
id-118896039665,Programmer,Washington - Spokane Shop,72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,I enjoy being able to be utilized not only in an office setting but also in the shop as well. It is nice to be able to have several different opportunities to work,Learning & Growth,I would say the pay could be a little better. I imagine it is hard to compensate people with multiple different skills to be paid fairly under a single title when they are doing several jobs. ,Compensation & Benefits,Satisfied,80,more of a workforce and possibly pay,Compensation & Benefits,,No Response
id-118896761207,Project Management,South Carolina - Charleston Office,72.30769231,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Solving problems.,Challenges & Problem Solving,Some of the department silos. ,Process & Efficiency,Satisfied,80,Some groups/departments should be more open to new ways of doing things.  ,Training & Development,,No Response
id-118896936531,Project Management,Georgia - Atlanta Office,72.30769231,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Working with others that share the same values as me and learning from others that I collaborate with,People & Relationships,Not being able to turn off work when I'm on PTO and the dread of catching up when I do take off.,Workload & Hours,Satisfied,80,I would not change anything right now,No Changes Needed,,No Response
id-118896980637,Shop Leadership,North Carolina - Charlotte Shop,72.30769231,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,when figuring out a tough job.,Challenges & Problem Solving,working on dirty machines,Physical Environment,Satisfied,80,Better training  Pay based on knowledge or skill level,Training & Development,,No Response
id-118896994815,Shop Leadership,Oregon - Tangent Office and Shop,72.30769231,Agree,80,Neither agree nor disagree,60,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Opportunity to advance,Learning & Growth,Lack of communication,Communication Issues,Satisfied,80,"Communication, scheduling of jobs",Communication,,No Response
id-118897039628,Shop Leadership,North Carolina - Fayetteville,72.30769231,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Engagement with multiple levels of coworkers,People & Relationships,Over expectations ,Management & Leadership,Neither satisfied nor dissatisfied,60,Opportunity to have input in members of my department.,Workload & Staffing,,No Response
